nama,fakultas,nilai_mat,nilai_kim,nilai_fis
Dewayne Smisek,FTMD,82.07,37.51,49.15
Dennis Endicott,FTTM,80.55,36.13,46.54
Rosella Gillett,FTMD,81.39,40.22,53.46
Carl Gallagher,FTI,62.73,39.1,37.99
Daniel Corley,FITB,59.31,49.92,49.62
Samantha Arra,SAPPK,54.55,51.89,52.58
Janine Curry,FTSL,59.21,38.2,57.78
John Barrera,FTSL,65.16,27.1,34.22
Curtis Cole,FTTM,83.49,56.94,57.41
Richard Malan,FMIPA,68.44,32.84,39.68
Charlie King,FTSL,43.2,41.99,49.72
Kurt Wiggins,FTSL,72.25,57.98,71.06
Russell Jensen,FTMD,70.05,46.04,47.92
Randi Haslett,FTI,85.15,52.35,57.63
Michael Keenan,SITHS,65.7,48.43,60.79
Tyler Sherwood,FMIPA,96.9,57.67,73.0
Beatrice Armstrong,FTI,68.96,32.95,50.96
Ronnie Marinaccio,SITHR,74.93,52.87,54.25
Erin Windish,FTSL,100.0,49.19,57.11
Katrina Miller,STEI,67.49,42.77,54.31
Wanda Bryant,FTSL,75.5,52.02,56.42
Alice Pike,FTSL,85.93,45.93,57.69
Archie Wood,FTTM,82.02,35.98,43.78
Robert Lovelace,FTI,53.79,46.32,55.36
Beatrice Johnson,FTI,34.67,46.54,51.91
Elaine Flores,FTI,75.53,58.3,52.83
Nancy Preston,STEI,82.74,27.2,38.55
Fletcher Joseph,SITHR,59.82,51.09,57.59
Ruth Vaughn,FTI,89.17,35.55,40.4
Floyd Young,FTI,68.53,23.21,30.77
Lowell Petrowski,SAPPK,61.75,51.06,57.34
Heather Tobin,FTSL,74.76,51.65,63.5
Larry Torres,STEI,75.23,39.03,52.99
John Brewer,FTI,78.54,44.16,51.5
Ashley Mendez,FMIPA,72.28,47.15,56.82
Andre Griffeth,FTSL,79.94,59.64,56.67
Troy Engel,FMIPA,66.01,43.62,58.95
Ben Krokos,FITB,84.86,37.83,42.46
Alexis Wright,FMIPA,56.75,42.71,57.97
Ann Perez,FMIPA,75.32,47.99,55.11
Michael Goto,SAPPK,61.85,18.26,26.33
Bill Pryor,STEI,87.66,47.18,74.5
Murray Hackett,FTI,62.5,49.14,50.91
Richard Madden,FTSL,76.58,55.26,58.41
Mae Hampshire,FTI,78.52,53.51,55.06
Lorraine Miller,FTTM,65.11,57.92,67.22
Jessica Fernandez,FTMD,78.62,31.79,23.18
Gregory Tompkins,STEI,60.74,26.19,28.45
Ernesto Barden,SAPPK,61.72,56.36,59.93
Elizabeth Ramos,FTSL,71.57,31.85,53.2
Robert Mccarter,SAPPK,73.33,46.84,59.39
Marc Jefferson,STEI,69.54,42.31,53.52
Marcell Chapman,FITB,28.86,64.2,65.06
Caroline Behrens,FTI,77.79,60.36,78.29
Andrew Lynch,FITB,65.58,41.67,50.37
Charles Mccartney,FTTM,64.6,51.2,51.46
Kenneth Washington,FITB,85.79,49.05,41.89
Shirley Vandestreek,FTI,97.79,40.41,53.77
Anthony Detrick,FTI,87.18,39.66,53.73
Bethany Montoya,SAPPK,62.0,51.66,56.75
Carlos Shubert,STEI,86.61,48.06,65.5
Laura Campbell,FITB,91.24,63.55,62.04
Ralph Guajardo,FTMD,57.28,68.95,66.59
Fred Taylor,SAPPK,67.91,55.67,68.5
Camille Mowery,SAPPK,70.65,52.48,49.23
Hung Collins,FMIPA,56.62,57.45,67.82
Robert Brooks,FTSL,89.08,38.3,52.77
Joyce Mosley,FTTM,72.85,56.42,58.55
Betty Wright,SITHR,66.97,50.15,57.93
Gerard Moore,FTI,74.12,47.19,60.05
Adrianne Michael,FTMD,74.83,53.93,59.46
Charles Greene,FTMD,84.1,53.74,62.56
Latonia Bray,FTSL,85.15,17.04,25.8
Mary Enriquez,FTSL,57.67,52.66,64.31
Hazel Ables,FTMD,94.77,44.57,65.19
Ted Mcalister,FMIPA,65.28,55.04,69.56
Wayne Cirillo,FTI,74.36,51.81,48.23
Francisco Zingaro,SAPPK,42.53,39.97,41.24
Daniel Hollan,FTSL,65.82,61.56,70.11
Benjamin Norton,FTSL,55.43,46.6,64.85
Luis Lord,SITHR,61.77,56.49,56.21
Jess Chapman,FTTM,75.62,33.62,47.41
Robert Parrish,FTSL,71.53,46.22,51.7
Ryan Hill,STEI,55.85,54.42,69.75
Alvin Lofton,STEI,70.58,47.91,52.66
Johnathan Camacho,FTTM,76.64,54.02,54.45
Colby Buss,FTI,62.95,32.62,41.59
Steven Davis,FTSL,62.21,37.03,44.16
Darin Briggs,FTI,75.23,51.44,52.14
Frank Harms,FTSL,75.32,42.36,36.81
Genevieve Dorf,FTTM,82.41,35.46,49.42
Michael Hunt,FMIPA,81.14,37.81,45.1
Joel Motley,FMIPA,67.27,54.41,50.75
Lori Puckett,FTSL,59.5,8.73,27.06
Helen Beaushaw,FMIPA,60.18,42.88,51.43
Linda Capps,FTTM,88.24,43.91,47.98
Angelique Wilcox,FTI,63.64,66.03,61.35
Bart Gates,FMIPA,70.13,50.23,59.56
Samuel Prottsman,FTMD,66.15,47.93,61.79
Kim Shaw,FTI,62.79,55.22,60.79
Angela Chandler,SITHR,59.18,34.52,41.15
Howard Gutierrez,FTSL,80.14,38.55,58.4
Cassandra Roberts,FTTM,56.35,52.32,62.08
Theodore Cluck,FTSL,80.08,34.8,32.69
Matthew Curtis,FTSL,59.22,43.61,44.79
Adrienne Federick,STEI,68.32,53.49,52.99
Jaqueline Shook,FTTM,62.5,40.62,35.89
Paul Rosol,STEI,73.05,35.1,52.45
Edward Hersey,FTTM,57.1,47.79,57.99
Martha Rogers,FITB,61.91,40.7,49.37
Linda Dickson,FTI,86.63,36.73,48.48
Evan Mccune,FTI,76.47,49.43,48.4
Michael Seaman,FITB,89.14,31.94,44.1
Darren Crane,FTSL,57.86,69.47,81.52
Thomas Patterson,FITB,48.97,50.48,45.88
Mary Pelosi,STEI,35.52,51.72,57.79
James Mcquirk,STEI,79.14,46.49,52.71
Ella Dubberly,FITB,62.51,63.94,80.52
Stan Crawford,FTI,68.65,37.34,52.72
Irwin Smith,SITHR,69.05,32.93,47.11
Anthony Reynolds,SAPPK,72.22,50.13,47.34
Eugene Perry,FTSL,91.31,29.9,38.26
Gay Virula,FTI,53.4,46.51,62.31
Jay Ambrose,SITHR,74.59,44.33,49.99
Bradley Flores,FTMD,90.36,40.31,48.39
Eleanor Poole,STEI,66.22,48.56,54.55
Sandra Wingfield,FTMD,59.74,53.27,55.69
Frances Downey,STEI,65.21,41.21,53.49
Darlene Murphy,FTMD,85.96,64.01,50.41
Lisa Townsend,FTI,78.34,52.69,50.46
Wade Luckner,FMIPA,61.49,56.04,57.52
Rena Thomas,FTTM,57.55,61.99,71.22
Robert Graig,STEI,68.65,43.92,53.01
Harold Ippolito,FITB,72.99,56.74,58.27
Ada Bridges,SAPPK,60.93,64.33,77.88
Michael Thomas,SITHS,85.34,37.02,49.72
Steven Murray,STEI,88.78,48.08,52.83
Herbert Figueroa,STEI,73.86,28.71,37.78
Terry Rodriquez,STEI,83.87,50.19,49.64
Thomas Halton,FTSL,72.55,44.33,55.71
Eric Guyton,FMIPA,49.95,39.78,41.56
Virgil Griffin,STEI,67.83,25.08,19.64
Carl Diaz,STEI,41.77,35.26,42.57
Joseph Wise,STEI,48.32,24.05,35.32
Roselle Mccrae,FITB,75.5,51.02,73.17
John Smith,STEI,73.64,51.3,48.82
Andrew Rock,FTMD,61.88,56.42,63.04
Stephen Wolfe,FMIPA,62.89,55.73,55.11
Jeremy Ross,FTSL,76.03,41.03,51.32
Linda Owens,STEI,42.13,23.01,37.36
Joshua Yost,STEI,100.0,41.08,54.75
Gregory Runkle,FTMD,55.8,41.82,48.89
Kathy Baskett,STEI,67.31,54.02,57.66
Walter Poitier,FTI,100.0,44.32,50.27
Diane Vineyard,STEI,55.65,28.42,29.86
Marcella Zimmerman,STEI,68.64,47.91,56.09
Janet Fairchild,FTMD,87.63,60.77,76.78
Antonina Loken,FTI,100.0,45.91,44.2
Cheri Kostura,FMIPA,64.28,37.52,49.61
Richard Cloud,FITB,64.38,53.59,68.52
Dean Cook,FTSL,55.25,46.33,49.52
Larry Ramirez,FTTM,70.92,29.37,42.65
Patrick Steinert,FTTM,90.22,48.53,49.58
Megan Abreu,FMIPA,88.77,45.03,56.59
Lawrence Sanders,FTI,53.14,52.71,52.4
Janet Clingan,STEI,71.66,53.08,59.05
Virginia Sensabaugh,FTI,87.76,59.4,50.03
Lori Cordero,SAPPK,62.82,59.74,64.2
Gina Anderson,SAPPK,56.43,42.28,45.39
Christopher Arnold,FMIPA,87.07,47.54,53.93
David Willis,SAPPK,58.68,41.22,49.13
Evelyn Thompson,FTTM,60.52,44.86,56.74
Patricia Serrano,SAPPK,87.83,49.16,49.88
Matthew Johnson,FMIPA,72.02,37.53,43.05
Justin Fletcher,SITHS,73.72,33.4,37.07
Ruby Berlinski,FTTM,98.87,41.39,45.57
Shirley Ragsdale,FTTM,73.19,17.67,41.6
Melody Lopez,FTI,68.03,22.97,28.27
Matthew Nusbaum,SAPPK,75.44,48.61,53.45
Judith Hug,FTMD,85.4,42.38,55.93
Bobby Malave,FTMD,76.67,22.55,51.72
William Ward,FMIPA,58.96,22.48,38.26
Scott Brown,SAPPK,64.15,59.19,55.49
Pamela Perkins,SAPPK,59.61,40.03,55.28
Richard Osmond,SAPPK,65.16,33.43,40.86
Eileen Pfaff,FTTM,75.98,62.95,68.48
Daniel Anderson,SAPPK,77.55,36.64,40.03
Mary Sewell,FTI,94.55,41.08,48.0
David Whitlock,FTTM,87.06,51.76,66.4
Christopher Chewning,FTI,62.72,44.14,64.58
Gustavo Butler,SAPPK,57.76,48.8,64.48
Mary Tomasini,FITB,59.85,54.1,59.39
Walter Fleming,FTI,58.48,25.08,30.8
Sheryl Martin,STEI,84.13,49.84,63.41
Adeline Grosser,FMIPA,72.56,50.71,54.75
Patricia Lodge,SAPPK,85.3,37.97,47.62
Michael Grove,FTI,51.53,34.65,42.15
Lona Williams,FTSL,66.98,52.28,57.36
Elvia Johannes,FTMD,46.19,29.71,43.63
Leigh Barette,FTI,65.6,42.06,42.27
Thomas Simmons,STEI,69.55,59.48,62.61
Clyde Delvecchio,STEI,65.05,34.32,45.67
David Davis,FITB,66.8,25.52,38.53
John Ramirez,FTMD,58.8,28.81,51.21
Karen Whitney,FITB,89.51,30.08,41.47
Elmer Olson,FTSL,50.68,37.01,45.47
Allyson Shoaf,STEI,52.93,44.49,50.15
Maria Hughley,STEI,66.85,42.21,47.61
Martha Weinberg,FITB,66.7,51.55,61.83
Reba Cox,FTMD,76.33,39.53,45.84
Richard Hamilton,FTMD,66.87,45.35,50.35
Ted Delossantos,FITB,74.41,35.01,49.99
Milton Capehart,STEI,85.62,74.13,75.98
Donald Peterson,FTI,91.74,46.19,74.38
Jennifer Robinson,FTTM,68.97,60.22,58.29
Alan Johnson,SITHS,62.87,51.69,62.59
Ella Steven,FTTM,83.27,38.42,51.16
Margaret Thorn,FTTM,92.14,25.17,41.56
Julie Jones,FTTM,59.74,45.09,59.47
Jean Stefani,FTMD,54.47,44.81,49.26
Michael Keala,FTMD,76.05,32.96,45.42
David Saxon,FTMD,64.7,60.8,55.91
James Bolenbaugh,FITB,62.08,45.02,49.49
Sonja Lowther,SITHS,48.7,60.67,65.64
Tena Blake,FTTM,62.33,26.44,38.1
Deanne Buckner,FTSL,77.92,46.08,53.47
Ira Davis,FTI,66.25,48.91,61.92
Shawn Cannon,FTTM,47.01,57.7,72.29
Jack Brown,FTTM,61.98,32.39,42.35
David Miller,SITHS,60.4,17.18,29.17
Donna Beal,FTTM,68.53,35.68,52.71
Nicholas Mccall,FTMD,70.13,33.53,33.15
Glenn Chessman,STEI,58.24,48.66,46.23
Jarvis Mcgovern,STEI,78.43,35.8,42.84
Gregory Mundt,STEI,69.33,37.86,47.48
Ronald Holden,FTTM,66.35,71.96,75.71
Luis Charan,FMIPA,59.01,43.2,58.33
Carolyn Harmon,FTMD,69.1,47.16,49.16
Andrew Dixon,FMIPA,83.21,45.26,52.34
James Bail,FTTM,87.31,46.13,58.12
Robert Parker,FTMD,50.87,35.64,54.58
Marie Chinn,FTI,85.56,58.91,64.47
Irene Mann,STEI,51.5,59.9,72.25
Barbara Turney,SAPPK,49.6,38.42,46.84
Robert Lauffer,STEI,55.98,47.76,68.56
Holly Bartee,FTSL,73.86,36.87,51.95
Elizabeth Stout,FMIPA,57.61,52.81,66.88
Claudia Larson,SITHR,61.96,45.85,51.99
Roy Mick,FMIPA,66.38,56.06,65.67
Robert Williams,STEI,71.15,33.98,39.99
Ayesha Davies,FTSL,85.51,68.28,82.93
Susan Demeo,STEI,61.34,47.11,50.27
Betty Necaise,STEI,74.43,54.83,65.42
Diane Stabler,FMIPA,83.02,36.89,42.05
Richard Cordova,FITB,62.52,57.37,55.75
Esteban Lewis,FMIPA,51.66,30.99,45.52
Emma Ballard,FTSL,71.93,42.32,41.31
Andy Veilleux,FITB,52.7,45.46,57.81
Jennifer Williams,FTTM,75.61,36.93,49.2
Tracie Malone,FMIPA,91.34,51.34,53.64
Edward Kurland,FMIPA,50.16,47.37,48.64
Sonia Schoonmaker,FITB,51.75,49.89,64.75
Sheryl Slade,FTSL,70.08,63.93,67.68
Stephanie Geronimo,FTI,83.99,30.79,34.18
Todd Gonzalez,FTTM,75.91,54.2,70.85
Mattie Chavira,STEI,67.1,36.9,50.38
Jackie Smith,FTI,67.08,59.42,53.87
Jenni Sudbeck,SAPPK,86.67,35.19,38.9
Lawrence Hickman,STEI,86.46,38.55,57.25
James Galvan,FTI,43.54,30.58,34.98
Maria Burrell,FITB,63.93,73.73,78.22
Kenneth Snow,FTI,74.93,27.89,41.01
Kevin Shinkle,FMIPA,83.79,43.52,47.83
Rachel Rodgers,FTSL,68.23,38.15,37.79
Casey May,FTSL,100.0,29.88,44.0
Cheryl Wilson,FTTM,64.76,45.31,54.73
Deanna Morgan,FMIPA,51.27,54.47,52.52
Virginia Solis,FMIPA,65.04,51.64,59.85
Judy Hutchinson,FTMD,68.25,50.19,54.34
Donovan Smith,FITB,57.51,50.2,62.32
Harry Chaffins,FTMD,84.23,41.6,51.92
Lorraine Roberts,SITHS,57.11,68.71,79.59
Karen Sholders,FTI,78.36,56.11,43.77
Alice Hay,FTI,72.11,32.15,53.09
Jason Moore,STEI,58.27,68.13,74.38
Erin Shores,SAPPK,55.44,48.82,52.22
James Ramirez,FMIPA,76.56,42.86,50.74
Janice Garner,FTSL,64.75,44.52,54.82
James Mason,FTTM,79.05,45.56,62.48
Heather Parr,FTTM,85.33,47.81,53.64
Andrew Payton,FMIPA,56.61,56.55,43.83
Chad Wilson,FTTM,57.95,47.31,49.65
Tony Bridges,FTI,67.24,54.96,49.02
Albert Stillings,FTMD,83.15,40.0,50.58
Lottie York,FTSL,97.89,49.97,64.81
Sandra Ropers,FTSL,84.17,40.24,56.33
Linda Johnson,FTMD,77.56,44.39,62.95
Lorraine Brooks,FTSL,63.94,32.75,37.38
Rick Achee,STEI,58.18,56.05,61.27
Martin Goble,STEI,66.15,42.48,47.07
Charles Abraham,FTMD,66.3,39.07,48.63
Lucille Montes,SITHR,73.65,43.59,45.52
Ivory Simon,FMIPA,46.68,43.29,40.03
Bernice Francis,STEI,71.97,42.83,59.26
Charles Mullins,FTMD,64.83,35.71,43.16
Charles Conley,FTMD,91.31,34.82,38.97
Karen House,FTSL,71.89,39.93,46.78
Beverly Escalante,STEI,53.49,68.69,79.42
Devon Jimenez,SAPPK,75.49,39.89,50.66
Barbara Durrett,FTI,73.32,29.97,48.81
Peter Tran,FMIPA,54.2,45.94,48.28
William Haynes,FITB,70.36,39.67,56.52
Kyle Ramsey,FTMD,82.75,56.02,58.38
Laura Hays,FTI,54.78,38.34,43.79
Richard Dennis,SAPPK,65.45,50.01,53.13
Jessica Huls,FITB,87.62,42.26,47.91
Joe Palm,FTMD,79.79,44.19,61.39
Joseph Adams,FITB,60.41,53.75,55.81
Christopher Neal,FMIPA,77.18,47.14,49.24
Rodney Brady,SITHR,79.92,47.5,54.66
Philip Cauthon,SAPPK,73.45,69.7,65.82
Edward Slone,STEI,72.59,41.61,58.11
Vern Goan,FMIPA,68.47,46.56,56.18
Ruth Canas,FMIPA,67.38,32.68,46.88
Joellen Pulliam,FTTM,95.92,34.23,32.38
Marline Harris,SITHR,81.31,37.49,32.6
Harold Sims,STEI,59.59,21.55,37.75
William Hernandez,FTSL,63.9,44.01,58.45
David Matthews,FMIPA,76.97,37.39,41.81
Bernice Riggie,FTI,83.56,63.86,66.62
Christine Hernandez,FTI,47.62,26.81,38.14
Anthony Brougham,SITHR,83.42,33.79,41.53
Angela Lopez,SAPPK,70.68,67.28,65.35
Suzanne Demelo,FMIPA,62.6,63.49,71.46
Lila Perkins,FMIPA,79.4,52.64,55.35
Dorothy Harrison,FTI,90.15,44.69,56.18
Jennifer Greco,FTSL,91.45,47.48,46.33
Robert Teeter,FITB,58.14,49.24,45.99
Richard Miller,FITB,63.26,53.45,62.85
Michael Taylor,SAPPK,72.88,38.88,46.19
Lorrine Badger,FMIPA,64.61,40.91,58.02
Frances Hartley,FTTM,63.36,40.8,50.93
Billy Brazier,FTTM,64.44,38.76,47.5
Joyce Torres,FMIPA,78.97,70.69,68.47
Darrell Caulfield,SITHS,57.28,36.03,35.7
Maria Hill,SITHR,87.87,43.62,59.79
Patricia Steen,SAPPK,94.19,50.7,57.04
Shirley Miller,FTSL,31.5,40.08,52.56
Stephanie Slagle,FITB,69.72,32.65,40.13
Michael Bettendorf,STEI,71.33,41.71,49.27
Deneen Goggins,STEI,92.54,58.35,62.48
Louis Spenser,FITB,66.06,32.66,32.85
Linda Norgaard,FTI,68.65,58.22,65.59
Abel Hendrix,FTMD,58.3,47.27,45.26
Renee Rowe,FTTM,38.14,30.1,31.61
Cornelius Jones,FTI,78.87,47.15,66.74
Clifford Valle,FTSL,61.06,28.52,32.81
Richard Trice,STEI,67.0,37.21,52.86
Lucia Hogan,FTI,49.49,53.42,68.37
Dana Brown,FITB,69.66,43.27,40.43
Sherry Salinas,STEI,68.26,34.18,52.57
Courtney Robbins,SITHR,71.55,28.72,52.06
Ronald Ruiz,FTSL,80.12,37.63,42.98
Juana Fesperman,SITHR,71.02,36.23,42.66
Stephen Dowdy,FMIPA,33.83,34.04,54.61
Mable Watkins,FTMD,53.73,46.67,57.49
Christine Champagne,FTMD,56.09,50.9,60.92
Lewis Johnson,SITHR,47.82,43.01,40.39
Jana Rose,FTMD,81.76,53.9,66.62
Anne Silvas,FTSL,90.62,32.56,47.33
Henry Perez,FTSL,68.89,53.48,51.08
Rosemary Cluff,SITHR,67.3,26.44,53.1
Erin Leake,FTMD,65.71,33.93,48.68
Thomas Nixon,STEI,63.63,47.19,65.47
Michael Rexrode,STEI,100.0,58.83,62.78
Michael Rye,FMIPA,68.7,42.08,58.63
Shirley Broker,FTTM,68.48,56.0,68.21
Matthew Mccray,FTTM,49.91,30.4,49.87
Marcia Dixon,FMIPA,82.3,40.81,48.15
Sharon Lehmann,FTI,85.8,48.89,46.9
Denise Goddard,FTTM,77.29,39.03,46.94
Helen Cacciatori,FTI,56.11,46.2,45.18
Kathrin Neal,FMIPA,66.05,47.39,52.55
Jacob Heath,STEI,96.78,62.23,30.53
Jesse Bryant,FTTM,70.66,51.97,49.33
Ronald Arredondo,FTSL,65.99,37.67,41.32
Stephine Fonseca,FTSL,67.14,53.01,44.28
Louis Atkins,SAPPK,55.3,37.67,46.71
Ralph Black,FTI,80.77,30.12,42.96
Wendy Matthews,FTTM,65.69,42.85,56.16
Joseph Oelke,SITHR,66.58,29.21,37.81
Darla Shultz,FITB,63.94,48.65,41.67
Janet Lum,FTMD,46.3,49.86,56.12
Augustina Battle,FTI,76.19,44.95,50.14
Kelly Tucker,FITB,80.38,68.93,80.77
Jessica Perez,FTSL,79.84,38.35,44.83
Michael Pearsall,STEI,74.49,45.82,51.06
Donna Nichols,FTSL,59.38,44.29,50.68
Tara Schmid,FTTM,84.37,43.15,50.01
Sheron Slowik,FTI,77.0,36.08,46.46
Esperanza Cernota,FTTM,56.09,33.07,42.88
Bruce Weaver,STEI,83.76,65.7,71.6
Derek Holliday,STEI,67.85,28.99,40.08
Ryan Starcher,SITHS,69.98,44.33,47.74
Bobby Turner,STEI,77.56,7.83,11.1
Mark Olives,FTMD,59.86,40.54,52.27
Denise White,FTTM,53.75,27.03,29.07
Greg Lord,FTI,63.95,48.92,53.95
Marie Mcgloin,FTI,56.4,45.34,54.96
Evia Sutton,FTSL,40.91,42.93,51.29
Amy Armstrong,SITHS,83.79,34.5,40.02
Evelyn Hallenbeck,FTSL,59.09,59.35,71.06
Brian Dorsey,FMIPA,49.28,50.99,65.28
Jonathan Mcfadden,FITB,70.81,49.93,52.17
Melisa Pickard,SITHS,74.49,81.2,78.58
Altagracia Moistner,FTI,58.85,53.42,60.35
Michael Easley,FITB,75.16,37.41,53.36
Jerry Mitchell,FITB,63.95,48.05,57.51
Richard York,STEI,45.97,37.55,50.49
Ben Garcia,SITHR,71.07,60.35,67.72
Stacy Murphy,FTSL,64.59,64.31,64.75
Daniel Lord,FTI,58.12,41.69,56.18
Caitlin Bussey,SITHR,61.83,33.43,33.87
Ruth Munoz,FTMD,76.43,52.81,65.82
David Harmon,FTTM,82.27,45.21,57.96
Laura Walser,STEI,82.79,52.32,59.29
Joseph Barrera,FTMD,62.54,38.72,42.41
Erin Rhodes,FTI,64.9,53.86,69.47
Candace Taylor,FTMD,70.64,46.75,51.59
Charles Smith,STEI,100.0,52.14,55.97
Alexander Mcinnis,FITB,93.41,57.66,57.34
Brian Weatherspoon,FTTM,57.59,49.89,50.15
Edna Bogar,FMIPA,58.57,52.14,66.14
Kenneth Mesa,FITB,85.45,59.95,60.47
Stacie Lounsbury,FTMD,81.33,46.85,46.1
John Kessel,FITB,50.82,43.44,61.7
Philip Morales,FTI,65.36,54.81,63.59
Michael Dolejsi,FMIPA,56.13,37.75,41.92
Charles Harrison,FTI,71.96,44.32,61.88
Anthony Stubbert,FTI,67.83,39.73,51.95
Lorraine Goulden,SAPPK,99.72,28.02,42.12
Christopher Sykes,FMIPA,49.05,60.86,72.29
Karen Wimmer,FMIPA,45.96,42.42,48.66
Jason Jones,STEI,58.05,38.91,43.92
Thomas Goodrich,FMIPA,56.67,71.71,73.1
Hilda Pennington,FTI,58.85,50.45,69.73
Doyle Cox,FTSL,82.38,40.26,46.77
Maggie Nunamaker,FMIPA,49.15,43.99,49.84
Alexandra Kuker,FMIPA,77.56,59.88,76.32
Andrew Williams,FMIPA,78.31,30.01,39.45
Stephanie Gumpert,FTTM,81.88,32.14,39.32
Gary Moradel,SITHS,88.28,64.52,74.47
Paul Danos,FMIPA,81.06,50.38,72.69
Charles Singleton,FMIPA,86.66,25.75,32.28
Henry Thibadeau,SAPPK,69.23,32.86,59.27
Robin Ramsey,SAPPK,65.91,30.24,38.04
Michael Johnson,SITHS,91.72,30.13,35.47
Norma Holohan,FTI,71.84,36.03,50.89
Donna Musielak,SITHS,68.07,45.69,46.95
Antonio Baker,FTI,57.29,41.46,52.12
Fred Knepper,FTI,78.96,51.38,57.72
Steven Haugen,FTSL,79.02,27.9,24.76
John Burton,STEI,69.71,56.94,60.82
David Davis,FTSL,59.28,46.79,54.31
Sabrina Lopez,FMIPA,56.61,64.48,70.09
Kim Chin,FTI,58.56,63.22,58.84
Jan Harland,SITHR,86.51,12.01,22.79
Christie Wagner,FTMD,87.34,48.17,56.51
Natasha Huynh,FMIPA,58.53,52.36,50.49
Patrick Brown,FTI,63.36,42.81,46.41
Margaret Stern,FTMD,84.63,36.16,42.56
John Palmore,FITB,90.43,38.39,52.36
Keely Barnes,FTTM,68.41,46.85,62.61
Cecilia Wright,STEI,68.2,50.23,67.98
John Silva,STEI,64.97,42.82,52.54
Dorothy Ludwig,FTTM,61.01,55.69,65.13
Austin Scheerer,SITHS,82.03,40.7,52.95
Enda Keenum,FTI,70.68,51.69,49.88
Alvin Sanders,STEI,72.89,64.14,73.43
Christopher Mclane,STEI,92.58,55.45,56.37
Elaine Martin,STEI,64.64,52.8,47.29
Tomas Cook,FTSL,83.43,47.42,66.84
Donald Oshea,FITB,73.71,42.08,50.67
Walter Duncan,FITB,70.99,65.85,62.28
Thomas Chavez,FTI,91.81,50.3,55.32
Paul Trippi,SITHR,81.02,43.0,62.53
Joan Vaugh,SAPPK,54.01,46.47,58.23
Rebecca Horn,FITB,90.94,58.9,57.16
Carmela Jones,FTSL,81.97,34.14,37.52
Heidi Warren,SITHR,79.22,45.68,59.21
Donna Zeigler,FTI,78.52,38.66,55.28
Gena Alexander,FMIPA,78.14,43.21,53.84
Matthew Burkhardt,SAPPK,65.05,56.64,70.29
Carolyn Adams,FTI,73.96,34.88,42.24
Buddy Love,FTI,55.15,54.54,63.54
Raymundo Morasca,FTMD,70.53,49.76,49.31
Dorothy Harmon,FTI,66.9,40.19,60.43
Robin Osburn,STEI,67.09,38.67,42.64
Peter Via,SITHR,80.5,29.46,36.95
Alfredo Thompson,FTSL,98.02,65.28,60.38
Aaron Fernandez,FTSL,100.0,53.39,60.02
Pamela Zielinski,SITHR,69.58,49.22,58.61
Maria Bowman,FTMD,63.41,39.12,52.25
Linda Luffy,FTMD,62.55,71.01,66.21
Mary Rutherford,SITHS,74.05,19.75,29.45
Kelly Sanchez,STEI,75.41,36.02,38.44
Carolyn Castle,STEI,66.77,42.48,50.93
William Strassel,STEI,73.47,35.16,39.67
Mary Esperanza,STEI,72.14,43.63,51.26
Yvette Chavez,FTI,55.1,41.96,44.62
Michael Keely,FTI,50.44,64.2,65.72
Randy Burnett,FTTM,78.5,56.4,51.17
Alan Benning,SAPPK,54.14,44.91,44.89
Gary Moore,FTI,86.75,45.82,46.23
Jeannette Roy,SITHS,84.86,45.74,63.25
James Besley,SAPPK,74.55,15.13,20.5
Connie Oconner,FTI,57.68,48.93,45.57
Lillian Ferguson,FTMD,59.39,38.76,30.06
Kirk Robson,SAPPK,72.11,60.29,63.72
John Zahri,FTI,68.67,36.92,47.49
Kevin Dodson,FMIPA,54.69,47.39,68.8
Ronald Wheeler,STEI,55.34,28.64,37.17
Gregory Chavarria,FTSL,75.58,27.42,32.03
Patrick Potter,FTSL,52.89,60.09,73.85
James Hoffman,STEI,57.5,43.28,51.03
Ken Johnson,STEI,66.87,59.44,73.48
Hazel Haire,FTTM,60.56,47.22,52.47
Robert Washington,SITHR,79.56,20.53,38.53
Jennifer Stukel,FTSL,60.69,58.98,63.5
Alvin Rayner,FTMD,62.92,50.84,66.51
Jerry Grimes,FTSL,72.01,32.42,34.73
Bernard Lee,FMIPA,64.85,53.56,60.06
Rebekah Troche,FTTM,77.78,53.79,64.28
Karen Kohler,FMIPA,75.53,46.76,43.74
Teresa Hendon,SITHR,74.77,48.05,42.39
Wilmer Pittman,SAPPK,91.58,43.43,42.94
Jody Damelio,FTSL,56.07,39.03,52.13
Myron Keirnan,FTSL,63.88,57.37,67.2
Casey Gonez,FTSL,79.98,43.41,54.54
William Ciraulo,FTI,57.26,48.91,58.76
Patricia Standifer,FITB,70.61,39.95,35.79
Tara Green,FTTM,62.14,60.01,57.12
Rebecca Gorham,FTI,78.21,60.86,73.87
Grant Smith,STEI,90.01,28.42,36.23
Richard Mcclaine,STEI,81.05,47.55,54.61
Paulette Touhey,FTI,76.48,52.55,63.31
Thomas Miranda,FTI,69.48,32.05,38.81
William Schmitz,FITB,66.61,60.01,66.13
Thomas Bauer,FTI,55.43,33.33,45.62
Susan Mcnish,FITB,51.86,32.16,32.89
William Biggs,STEI,81.96,22.23,28.43
Willie Randall,FMIPA,57.67,43.41,59.49
Ronald Fox,FTI,66.52,51.87,62.98
Neda Saville,FITB,75.83,39.74,36.58
